recipe,video_name,time,Notes,step,bowl,microwave,tortilla,plate,knife,mug,kettle,measuring_cup,dripper,filter,scale,grinder,Object exhaustive
quesadilla,quesadilla_2023.06.16-18.53.43,1:46,,,,,,with-quesadilla[full],,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,0:00,,place tortilla,,,in-package,empty,clean,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,0:09,,,,,plain,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,0:12,,spread Nutella,,,,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,0:19,,,,,,,dirty,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,0:24,,,,,nutella[partial],,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,0:43,,,,,nutella[full],,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,0:59,,add banana,,,,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,1:03,,,,,nutella+banana[partial],,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,1:14,,,,,nutella+banana[full],,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,1:22,,add cinnamon,,,,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,1:27,,,,,nutella+banana+cinnamon,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,1:35,,fold,,,,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,1:37,,,,,folding,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,1:38,,,,,folded,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,1:41,,cut in half,,,,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,1:46,,,,,cut,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,1:51,,put on plate,,,,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,1:53,,,,,on-plate[partial],with-quesadilla[partial],,,,,,,,,
quesadilla,quesadilla_2023.06.16-18.57.48,1:56,,,,,on-plate[full],with-quesadilla[full],,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,0:00,,place tortilla,,,in-package,empty,clean,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,0:06,,,,,plain,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,0:11,,spread Nutella,,,,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,0:18,,,,,,,dirty,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,0:20,,,,,nutella[partial],,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,0:34,,,,,nutella[full],,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,0:55,,add banana,,,,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,1:01,,,,,nutella+banana[partial],,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,1:07,,,,,nutella+banana[full],,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,1:17,,add cinnamon,,,,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,1:23,,,,,nutella+banana+cinnamon,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,1:33,,fold,,,,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,1:35,,,,,folding,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,1:37,,,,,folded,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,1:40,,cut in half,,,,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,1:44,,,,,cut,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,1:52,,put on plate,,,,,,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,1:54,,,,,,with-quesadilla[partial],,,,,,,,,
quesadilla,quesadilla_2023.06.16-19.00.58,1:58,,,,,,with-quesadilla[full],,,,,,,,,
oatmeal,oatmeal_2023.06.16-20.33.26,0:00,,1,empty,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.33.26,0:14,,,oatmeal[dry],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.33.26,0:33,,2,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.33.26,0:48,,,oatmeal+water,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.33.26,0:56,,3,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.33.26,1:43,,,oatmeal[cooked],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.33.26,1:50,,4,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.33.26,2:11,,,oatmeal[cooked]+raisins,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.33.26,2:23,,5,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.33.26,3:38,,,oatmeal+raisins[cooked],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.33.26,4:13,,6,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.33.26,4:47,,,oatmeal+raisins[cooked]+banana,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.33.26,5:04,,7,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.33.26,5:09,,,oatmeal+raisins[cooked]+banana+cinnamon,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.33.26,5:19,,,oatmeal+raisins[cooked]+banana+cinnamon+honey,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,0:00,,1,empty,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,0:16,,,oatmeal[dry],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,0:34,,2,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,0:55,,,oatmeal+water,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,1:06,,3,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,1:51,,,oatmeal[cooked],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,2:05,,4,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,2:20,,,oatmeal[cooked]+raisins,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,2:41,,5,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,3:56,,,oatmeal+raisins[cooked],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,4:22,,6,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,4:59,,,oatmeal+raisins[cooked]+banana,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,5:09,,7,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,5:15,,,oatmeal+raisins[cooked]+banana+cinnamon,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.08.08,5:31,,,oatmeal+raisins[cooked]+banana+cinnamon+honey,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,0:00,,1,empty,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,0:10,,,oatmeal[dry],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,0:27,,2,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,0:43,,,oatmeal+water,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,0:53,,3,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,1:40,,,oatmeal[cooked],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,1:47,,4,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,2:06,,,oatmeal[cooked]+raisins,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,2:19,,5,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,3:34,,,oatmeal+raisins[cooked],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,4:04,,6,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,4:48,,,oatmeal+raisins[cooked]+banana,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,5:05,,7,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,5:11,,,oatmeal+raisins[cooked]+banana+cinnamon,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.16-20.18.26,5:22,,,oatmeal+raisins[cooked]+banana+cinnamon+honey,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.10.42,0:00,,1,empty,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.10.42,0:11,,,oatmeal[dry],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.10.42,0:28,,2,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.10.42,0:55,,,oatmeal+water,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.10.42,1:02,,3,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.10.42,1:50,,,oatmeal[cooked],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.10.42,1:51,,4,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.10.42,2:05,,,oatmeal[cooked]+raisins,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.10.42,2:26,,5,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.10.42,3:45,,,oatmeal+raisins[cooked],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.10.42,3:46,,7,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.10.42,4:20,,,oatmeal+raisins[cooked]+cinnamon,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.10.42,4:35,,,oatmeal+raisins[cooked]+cinnamon+honey,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.21.07,0:00,,1,empty,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.21.07,0:11,,,oatmeal[dry],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.21.07,0:25,,2,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.21.07,0:38,,,oatmeal+water,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.21.07,0:45,,3,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.21.07,1:30,,,oatmeal[cooked],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.21.07,1:38,,4,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.21.07,1:55,,,oatmeal[cooked]+raisins,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.21.07,,,,oatmeal+raisins[cooked],,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.21.07,2:25,,6,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.21.07,2:53,,,oatmeal+raisins[cooked]+banana,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.21.07,3:05,,7,,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.21.07,3:11,,,oatmeal+raisins[cooked]+banana+cinnamon,,,,,,,,,,,,TRUE
oatmeal,oatmeal_2023.06.30-20.21.07,3:30,,,oatmeal+raisins[cooked]+banana+cinnamon+honey,,,,,,,,,,,,TRUE
oatmeal,oatmeal_mit-eval,0:00,,1,empty,,,,,,,,,,,,
oatmeal,oatmeal_mit-eval,0:14,,,oatmeal[dry],,,,,,,,,,,,
oatmeal,oatmeal_mit-eval,0:34,,2,,,,,,,,,,,,,
oatmeal,oatmeal_mit-eval,0:50,,,oatmeal+water,,,,,,,,,,,,
oatmeal,oatmeal_mit-eval,0:56,,3,,,,,,,,,,,,,
oatmeal,oatmeal_mit-eval,1:47,,,oatmeal[cooked],,,,,,,,,,,,
oatmeal,oatmeal_mit-eval,1:50,,4,,,,,,,,,,,,,
oatmeal,oatmeal_mit-eval,1:59,,,oatmeal[cooked]+raisins,,,,,,,,,,,,
oatmeal,oatmeal_mit-eval,2:19,,5,,,,,,,,,,,,,
oatmeal,oatmeal_mit-eval,3:31,,,oatmeal+raisins[cooked],,,,,,,,,,,,
oatmeal,oatmeal_mit-eval,3:46,,6,,,,,,,,,,,,,
oatmeal,oatmeal_mit-eval,3:49,,,oatmeal+raisins[cooked]+banana,,,,,,,,,,,,
oatmeal,oatmeal_mit-eval,3:59,,7,,,,,,,,,,,,,
oatmeal,oatmeal_mit-eval,4:04,,,oatmeal+raisins[cooked]+banana+cinnamon,,,,,,,,,,,,
oatmeal,oatmeal_mit-eval,4:14,,,oatmeal+raisins[cooked]+banana+cinnamon+honey,,,,,,,,,,,,
quesadilla,quesadilla_mit-eval,0:00,,place tortilla,,,in-package,empty,clean,,,,,,,,
quesadilla,quesadilla_mit-eval,0:26,,,,,plain,,,,,,,,,,
quesadilla,quesadilla_mit-eval,0:30,,spread Nutella,,,,,,,,,,,,,
quesadilla,quesadilla_mit-eval,0:36,,,,,,,dirty,,,,,,,,
quesadilla,quesadilla_mit-eval,0:39,,,,,nutella[partial],,,,,,,,,,
quesadilla,quesadilla_mit-eval,0:53,,,,,nutella[full],,,,,,,,,,
quesadilla,quesadilla_mit-eval,1:01,,add banana,,,,,,,,,,,,,
quesadilla,quesadilla_mit-eval,1:45,,,,,nutella+banana[partial],,,,,,,,,,
quesadilla,quesadilla_mit-eval,1:55,,,,,nutella+banana[full],,,,,,,,,,
quesadilla,quesadilla_mit-eval,2:00,,add cinnamon,,,,,,,,,,,,,
quesadilla,quesadilla_mit-eval,2:04,,,,,nutella+banana+cinnamon,,,,,,,,,,
quesadilla,quesadilla_mit-eval,2:12,,fold,,,,,,,,,,,,,
quesadilla,quesadilla_mit-eval,2:14,,,,,folding,,,,,,,,,,
quesadilla,quesadilla_mit-eval,2:15,,,,,folded,,,,,,,,,,
quesadilla,quesadilla_mit-eval,2:21,,cut in half,,,,,,,,,,,,,
quesadilla,quesadilla_mit-eval,2:27,,,,,cut,,,,,,,,,,
quesadilla,quesadilla_mit-eval,2:30,,put on plate,,,,,,,,,,,,,
quesadilla,quesadilla_mit-eval,2:32,,,,,,with-quesadilla[full],,,,,,,,,
pinwheels,pinwheels_mit-eval,0:00,,place tortilla,,,in-package,empty,clean,,,,,,,,
pinwheels,pinwheels_mit-eval,0:18,,,,,plain,,,,,,,,,,
pinwheels,pinwheels_mit-eval,0:20,,spread PB,,,,,,,,,,,,,
pinwheels,pinwheels_mit-eval,0:26,,,,,,,dirty,,,,,,,,
pinwheels,pinwheels_mit-eval,0:29,,,,,peanut-butter[partial],,,,,,,,,,
pinwheels,pinwheels_mit-eval,0:53,,,,,peanut-butter[full],,,,,,,,,,
pinwheels,pinwheels_mit-eval,0:55,,clean knife,,,,,,,,,,,,,
pinwheels,pinwheels_mit-eval,1:00,,,,,,,clean,,,,,,,,
pinwheels,pinwheels_mit-eval,1:06,,spread J,,,,,,,,,,,,,
pinwheels,pinwheels_mit-eval,1:12,,,,,,,dirty,,,,,,,,
pinwheels,pinwheels_mit-eval,1:21,,,,,pb+jelly[partial],,,,,,,,,,
pinwheels,pinwheels_mit-eval,1:37,,,,,pb+jelly[full],,,,,,,,,,
pinwheels,pinwheels_mit-eval,1:38,,clean knife,,,,,,,,,,,,,
pinwheels,pinwheels_mit-eval,1:42,,,,,,,clean,,,,,,,,
pinwheels,pinwheels_mit-eval,1:49,,roll,,,,,,,,,,,,,
pinwheels,pinwheels_mit-eval,1:50,,,,,rolling,,,,,,,,,,
pinwheels,pinwheels_mit-eval,1:56,,,,,rolled,,,,,,,,,,
pinwheels,pinwheels_mit-eval,1:59,,insert toothpicks,,,,,,,,,,,,,
pinwheels,pinwheels_mit-eval,2:09,,,,,rolled+toothpicks[partial],,,,,,,,,,
pinwheels,pinwheels_mit-eval,2:30,,,,,rolled+toothpicks[full],,,,,,,,,,
pinwheels,pinwheels_mit-eval,2:31,,cut ends,,,,,,,,,,,,,
pinwheels,pinwheels_mit-eval,2:33,,,,,ends-cut[partial],,,,,,,,,,
pinwheels,pinwheels_mit-eval,2:39,,,,,ends-cut[full],,,,,,,,,,
pinwheels,pinwheels_mit-eval,2:45,,slide floss,,,,,,,,,,,,,
pinwheels,pinwheels_mit-eval,2:56,,,,,floss-underneath,,,,,,,,,,
pinwheels,pinwheels_mit-eval,2:59,,slice first,,,,,,,,,,,,,
pinwheels,pinwheels_mit-eval,3:02,,,,,floss-crossed,,,,,,,,,,
pinwheels,pinwheels_mit-eval,3:03,,,,,sliced[partial],,,,,,,,,,
pinwheels,pinwheels_mit-eval,3:07,,slice 2-5,,,,,,,,,,,,,
pinwheels,pinwheels_mit-eval,3:28,,,,,sliced[full],,,,,,,,,,
pinwheels,pinwheels_mit-eval,3:30,,put on plate,,,,,,,,,,,,,
pinwheels,pinwheels_mit-eval,3:33,,,,,,with-pinwheels[partial],,,,,,,,,
pinwheels,pinwheels_mit-eval,3:43,,,,,,with-pinwheels[full],,,,,,,,,
tea,tea_mit-eval,0:00,,,,,,,,empty,empty,empty,,,,,
tea,tea_mit-eval,0:16,,,,,,,,,,water,,,,,
tea,tea_mit-eval,0:31,,,,,,,,,water,,,,,,
tea,tea_mit-eval,0:33,,,,,,,,,,empty,,,,,
tea,tea_mit-eval,0:52,,,,,,,,tea-bag,,,,,,,
tea,tea_mit-eval,1:06,,,,,,,,,with-thermometer,,,,,,
tea,tea_mit-eval,1:10,,,,,,,,,water,,,,,,
tea,tea_mit-eval,1:25,,,,,,,,tea-bag+water[partial],,,,,,,
tea,tea_mit-eval,1:32,,,,,,,,tea-bag+water[full],empty,,,,,,
tea,tea_mit-eval,2:27,,,,,,,,water[full],,,,,,,
tea,tea_mit-eval,2:37,,,,,,,,water+honey,,,,,,,
tea,tea_mit-eval,2:45,,,,,,,,water+honey[stirred],,,,,,,
coffee,coffee_mit-eval,0:00,,1. measure water,empty,,,,,empty,,empty,empty,stacked,power-off+empty,closed,
coffee,coffee_mit-eval,0:09,,,,,,,,,,water[partial],,,,,
coffee,coffee_mit-eval,0:11,,,,,,,,,,water[full],,,,,
coffee,coffee_mit-eval,0:20,,,,,,,,,,empty,,,,,
coffee,coffee_mit-eval,0:22,,2. assemble filter,,,,,,,,,,,,,
coffee,coffee_mit-eval,0:28,,,,,,,,dripper,,,on-mug,,,,
coffee,coffee_mit-eval,0:29,,3. fold filter paper,,,,,,,,,,,,,
coffee,coffee_mit-eval,0:30,,,,,,,,,,,,single,,,
coffee,coffee_mit-eval,0:31,,,,,,,,,,,,folded[half],,,
coffee,coffee_mit-eval,0:34,,,,,,,,,,,,folded[quarter],,,
coffee,coffee_mit-eval,0:39,,,,,,,,dripper+filter,,,filter,in-dripper,,,
coffee,coffee_mit-eval,0:43,,4. weigh beans,,,,,,,,,,,,,
coffee,coffee_mit-eval,0:44,,,,,,,,,,,,,power-off+bowl,,
coffee,coffee_mit-eval,0:45,,,,,,,,,,,,,power-on+bowl,,
coffee,coffee_mit-eval,0:49,,,beans,,,,,,,,,,power-on+bowl+beans,,
coffee,coffee_mit-eval,0:58,,,,,,,,,,,,,empty,,
coffee,coffee_mit-eval,1:00,,,,,,,,,,,,,,open+empty,
coffee,coffee_mit-eval,1:01,,,empty,,,,,,,,,,,open+beans,
coffee,coffee_mit-eval,1:02,,,,,,,,,,,,,,closed,
coffee,coffee_mit-eval,1:14,,,,,,,,,,,,,,open+grounds,
coffee,coffee_mit-eval,1:16,,,,,,,,dripper+filter+coffee[dry],,,filter+coffee[dry],,,,
coffee,coffee_mit-eval,1:21,,5. check water temperature,,,,,,,,,,,,,
coffee,coffee_mit-eval,1:28,,,,,,,,,with-thermometer,,,,,,
coffee,coffee_mit-eval,1:31,,,,,,,,,empty,,,,,,
coffee,coffee_mit-eval,1:33,,6. bloom coffee,,,,,,,,,,,,,
coffee,coffee_mit-eval,1:55,,7. pour water,,,,,,,,,,,,,
coffee,coffee_mit-eval,2:00,,,,,,,,dripper+filter+coffee[wet],,,filter+coffee[wet],,,,
coffee,coffee_mit-eval,2:09,,8. let drain and empty,,,,,,,,,,,,,
coffee,coffee_mit-eval,2:56,,,,,,,,water[partial],,,empty,,,,
coffee,coffee_2023.06.16-21.17.24,0:00,,1. measure water,empty,,,,,empty,,empty,empty,single,power-off+bowl,open+empty,
coffee,coffee_2023.06.16-21.17.24,0:04,,,,,,,,,,water[partial],,,,,
coffee,coffee_2023.06.16-21.17.24,0:06,,,,,,,,,,water[full],,,,,
coffee,coffee_2023.06.16-21.17.24,0:13,,,,,,,,,,empty,,,,,
coffee,coffee_2023.06.16-21.17.24,0:17,,2. assemble filter,,,,,,dripper,,,on-mug,,,,
coffee,coffee_2023.06.16-21.17.24,0:19,,4. weigh beans,,,,,,,,,,,,,
coffee,coffee_2023.06.16-21.17.24,0:24,,,beans,,,,,,,,,,power-on+bowl+beans,,
coffee,coffee_2023.06.16-21.17.24,0:33,,,,,,,,,,,,,empty,,
coffee,coffee_2023.06.16-21.17.24,0:36,,,empty,,,,,,,,,,,open+beans,
coffee,coffee_2023.06.16-21.17.24,0:38,,,,,,,,,,,,,,closed,
coffee,coffee_2023.06.16-21.17.24,1:00,,,,,,,,,,,,,,open+grounds,
coffee,coffee_2023.06.16-21.17.24,1:01,,3. fold filter paper,,,,,,,,,,,,,
coffee,coffee_2023.06.16-21.17.24,1:03,,,,,,,,,,,,folded[half],,,
coffee,coffee_2023.06.16-21.17.24,1:07,,,,,,,,,,,,folded[quarter],,,
coffee,coffee_2023.06.16-21.17.24,1:14,,,,,,,,dripper+filter,,,filter,in-dripper,,,
coffee,coffee_2023.06.16-21.17.24,1:19,,,,,,,,dripper+filter+coffee[dry],,,filter+coffee[dry],,,,
coffee,coffee_2023.06.16-21.17.24,1:28,,5. check water temperature,,,,,,,,,,,,,
coffee,coffee_2023.06.16-21.17.24,1:32,,,,,,,,,with-thermometer,,,,,,
coffee,coffee_2023.06.16-21.17.24,1:39,,,,,,,,,empty,,,,,,
coffee,coffee_2023.06.16-21.17.24,1:43,,6. bloom coffee,,,,,,,,,,,,,
coffee,coffee_2023.06.16-21.17.24,,,7. pour water,,,,,,,,,,,,,
coffee,coffee_2023.06.16-21.17.24,2:43,,,,,,,,dripper+filter+coffee[wet],,,filter+coffee[wet],,,,
coffee,coffee_2023.06.16-21.17.24,,,,,,,,,,,,,,,,
coffee,coffee_2023.06.16-21.17.24,3:25,,,,,,,,dripper+filter+coffee[drained],,,filter+coffee[drained],,,,
coffee,coffee_2023.06.16-21.17.24,4:48,,,,,,,,water[full],,,,,,,
coffee,coffee_2023.06.16-21.17.24,4:51,,,,,,,,,,,empty,,,,
,,,,,,,,,,,,,,,,,
Jay,,,,,,,,,,,,,,,,,
coffee,coffee_2023.05.02-21.49.08,0:05,,1. measure water,empty,,,,,empty,,empty,empty,single,power-off+bowl,,
coffee,coffee_2023.05.02-21.49.08,0:08,,,,,,,,,,water[partial],,,,,
coffee,coffee_2023.05.02-21.49.08,0:11,,,,,,,,,,water[full],,,,,
coffee,coffee_2023.05.02-21.49.08,0:18,,,,,,,,,,empty,,,,,
coffee,coffee_2023.05.02-21.49.08,0:22,,2. assemble filter,,,,,,dripper,,,on-mug,,,,
coffee,coffee_2023.05.02-21.49.08,0:24,,3. fold filter paper,,,,,,,,,,folded[half],,,
coffee,coffee_2023.05.02-21.49.08,0:29,,,,,,,,dripper+filter,,,,folded[quarter],,,
coffee,coffee_2023.05.02-21.49.08,0:34,,,,,,,,dripper+filter,,,,in-dripper,,,
coffee,coffee_2023.05.02-21.49.08,0:39,,4. weigh beans,,,,,,,,,,,power-on+bowl+beans,,
coffee,coffee_2023.05.02-21.49.08,0:51,,,empty,,,,,,,,,,empty,,
coffee,coffee_2023.05.02-21.49.08,0:58,,,,,,,,,,,,,power-off+bowl,open+beans,
coffee,coffee_2023.05.02-21.49.08,1:07,,,,,,,,,,,,,,closed,
coffee,coffee_2023.05.02-21.49.08,1:27,,,,,,,,,,,,,,open+grounds,
coffee,coffee_2023.05.02-21.49.08,1:29,,,,,,,,dripper+filter+coffee[dry],,,,,,,
coffee,coffee_2023.05.02-21.49.08,1:37,,,,,,,,,,,,,,closed,
coffee,coffee_2023.05.02-21.49.08,1:44,,5. check water temperature,,,,,,,with-thermometer,,,,,,
coffee,coffee_2023.05.02-21.49.08,1:54,,6. bloom coffee,,,,,,dripper+filter+coffee[wet],,,filter+coffee[wet],,,,
coffee,coffee_2023.05.02-21.49.08,2:03,,7. pour water,,,,,,,empty,,,,,,
coffee,coffee_2023.05.02-21.49.08,5:15,,,,,,,,dripper+filter+coffee[drained],,,filter+coffee[drained],,,,
coffee,coffee_2023.05.02-21.49.08,5:22,,,,,,,,water[full],,,empty,,,,
,,,,,,,,,,,,,,,,,
coffee,coffee_2023.05.02-22.15.40,0:08,,1. measure water,empty,,,,,empty,,empty,empty,single,power-off+bowl,,
coffee,coffee_2023.05.02-22.15.40,0:11,,,,,,,,,,water[partial],,,,,
coffee,coffee_2023.05.02-22.15.40,0:14,,,,,,,,,,water[full],,,,,
coffee,coffee_2023.05.02-22.15.40,0:22,,,,,,,,,,empty,,,,,
coffee,coffee_2023.05.02-22.15.40,0:26,,2. assemble filter,,,,,,dripper,,,on-mug,,,,
coffee,coffee_2023.05.02-22.15.40,0:28,,3. fold filter paper,,,,,,,,,,folded[half],,,
coffee,coffee_2023.05.02-22.15.40,0:34,,,,,,,,dripper+filter,,,,folded[quarter],,,
coffee,coffee_2023.05.02-22.15.40,0:42,,,,,,,,dripper+filter,,,,in-dripper,,,
coffee,coffee_2023.05.02-22.15.40,0:49,,4. weigh beans,,,,,,,,,,,power-on+bowl+beans,,
coffee,coffee_2023.05.02-22.15.40,1:05,,,empty,,,,,,,,,,empty,,
